t_s,theta1_rad_clean,theta2_rad_clean,theta1_rad_noisy,theta2_rad_noisy
11.950000,0.1582505274,0.1224630022,0.1550374189,0.1222171332
11.960000,0.1553745896,0.1291129085,0.1525476357,0.1407048102
11.970000,0.1523455415,0.1356378301,0.1517825930,0.1360954208
11.980000,0.1491667967,0.1420309451,0.1404628566,0.1398666635
11.990000,0.1458419166,0.1482855642,0.1427715437,0.1454016520
12.000000,0.1423746060,0.1543951377,0.1443801413,0.1554214930
12.010000,0.1387687096,0.1603532623,0.1372112872,0.1603320744
12.020000,0.1350282078,0.1661536877,0.1291216343,0.1681739789
12.030000,0.1311572123,0.1717903228,0.1300587694,0.1719634302
12.040000,0.1271599621,0.1772572418,0.1289059918,0.1711176631
12.050000,0.1230408185,0.1825486906,0.1233415476,0.1909059775
12.060000,0.1188042610,0.1876590919,0.1126832236,0.1788272177
12.070000,0.1144548823,0.1925830512,0.1163392645,0.2000913051
12.080000,0.1099973834,0.1973153618,0.1011280849,0.1941720118
12.090000,0.1054365686,0.2018510103,0.1151711831,0.2004399645
12.100000,0.1007773406,0.2061851810,0.0949690111,0.2047864831
12.110000,0.0960246949,0.2103132610,0.0971557809,0.2027046303
12.120000,0.0911837150,0.2142308445,0.0846985487,0.2133868601
12.130000,0.0862595665,0.2179337370,0.0866194120,0.2179385926
12.140000,0.0812574920,0.2214179594,0.0860023846,0.2182673083
12.150000,0.0761828050,0.2246797518,0.0788074437,0.2171223038
12.160000,0.0710408848,0.2277155771,0.0764619536,0.2311382337
12.170000,0.0658371703,0.2305221244,0.0678676404,0.2308490074
12.180000,0.0605771544,0.2330963122,0.0595328561,0.2389724261
12.190000,0.0552663782,0.2354352913,0.0567206644,0.2324562333
12.200000,0.0499104247,0.2375364475,0.0499071616,0.2395563517
12.210000,0.0445149132,0.2393974043,0.0587390796,0.2444418706
12.220000,0.0390854932,0.2410160251,0.0405164733,0.2496902330
12.230000,0.0336278380,0.2423904154,0.0399091129,0.2429277611
12.240000,0.0281476393,0.2435189247,0.0230455852,0.2398863612
12.250000,0.0226506005,0.2444001481,0.0236118115,0.2496518328
12.260000,0.0171424308,0.2450329278,0.0207557230,0.2450309339
12.270000,0.0116288391,0.2454163547,0.0134974907,0.2542726093
12.280000,0.0061155282,0.2455497692,-0.0031991618,0.2449940185
12.290000,0.0006081881,0.2454327620,0.0004782264,0.2458743268
12.300000,-0.0048875094,0.2450651748,-0.0030131521,0.2530734568
12.310000,-0.0103659172,0.2444471013,-0.0044978574,0.2387879130
12.320000,-0.0158214185,0.2435788866,-0.0099279833,0.2463002945
12.330000,-0.0212484333,0.2424611278,-0.0237916639,0.2337125645
12.340000,-0.0266414234,0.2410946737,-0.0308644702,0.2429680177
12.350000,-0.0319948991,0.2394806245,-0.0266434515,0.2469854793
12.360000,-0.0373034242,0.2376203310,-0.0475387809,0.2432102681
12.370000,-0.0425616225,0.2355153940,-0.0388680298,0.2329433171
12.380000,-0.0477641825,0.2331676631,-0.0556734631,0.2350708710
12.390000,-0.0529058633,0.2305792357,-0.0553812438,0.2298778322
12.400000,-0.0579815002,0.2277524552,-0.0596830505,0.2284199041
12.410000,-0.0629860097,0.2246899097,-0.0588302197,0.2235636471
12.420000,-0.0679143945,0.2213944295,-0.0701787672,0.2202512513
12.430000,-0.0727617491,0.2178690858,-0.0700434864,0.2135377777
12.440000,-0.0775232643,0.2141171874,-0.0759627877,0.2122117866
12.450000,-0.0821942322,0.2101422787,-0.0806406812,0.2026492047
12.460000,-0.0867700506,0.2059481367,-0.0805840101,0.2053091124
12.470000,-0.0912462281,0.2015387676,-0.0886705275,0.1943188158
12.480000,-0.0956183878,0.1969184040,-0.0989733969,0.1863649482
12.490000,-0.0998822722,0.1920915009,-0.1011343991,0.1893426422
12.500000,-0.1040337469,0.1870627320,-0.1078368007,0.1865669577
12.510000,-0.1080688045,0.1818369856,-0.1137201021,0.1804205892
12.520000,-0.1119835688,0.1764193604,-0.1088199480,0.1645492507
12.530000,-0.1157742980,0.1708151608,-0.1138329709,0.1791206837
12.540000,-0.1194373886,0.1650298920,-0.1138200555,0.1590994570
12.550000,-0.1229693780,0.1590692553,-0.1118895075,0.1598395390
12.560000,-0.1263669487,0.1529391424,-0.1305367447,0.1588256728
12.570000,-0.1296269303,0.1466456300,-0.1255652695,0.1510884612
12.580000,-0.1327463028,0.1401949741,-0.1376641553,0.1395437442
12.590000,-0.1357221992,0.1335936039,-0.1325264678,0.1462362002
12.600000,-0.1385519079,0.1268481155,-0.1326202165,0.1223284260
12.610000,-0.1412328749,0.1199652652,-0.1454910473,0.1167208273
12.620000,-0.1437627062,0.1129519635,-0.1368068889,0.1095429498
12.630000,-0.1461391695,0.1058152673,-0.1481473359,0.1168638186
12.640000,-0.1483601960,0.0985623732,-0.1454813214,0.0937064978
12.650000,-0.1504238823,0.0912006101,-0.1438943842,0.0966648334
12.660000,-0.1523284913,0.0837374317,-0.1572761435,0.0814681583
12.670000,-0.1540724542,0.0761804087,-0.1565092926,0.0600033597
12.680000,-0.1556543708,0.0685372207,-0.1520741201,0.0677241563
12.690000,-0.1570730109,0.0608156485,-0.1662131826,0.0610960847
12.700000,-0.1583273151,0.0530235655,-0.1663137915,0.0574734997
12.710000,-0.1594163950,0.0451689296,-0.1607982769,0.0465178562
12.720000,-0.1603395341,0.0372597743,-0.1590552609,0.0396573476
12.730000,-0.1610961876,0.0293042006,-0.1586012360,0.0295079597
12.740000,-0.1616859826,0.0213103676,-0.1602688570,0.0115847085
12.750000,-0.1621087184,0.0132864844,-0.1600417620,0.0136289432
12.760000,-0.1623643657,0.0052408003,-0.1631251196,-0.0069816509
12.770000,-0.1624530664,-0.0028184033,-0.1612850274,-0.0030169808
12.780000,-0.1623751331,-0.0108828226,-0.1671422517,-0.0165255023
12.790000,-0.1621310483,-0.0189441404,-0.1631914605,-0.0144694907
12.800000,-0.1617214635,-0.0269940348,-0.1569280771,-0.0225788769
12.810000,-0.1611471981,-0.0350241888,-0.1618962027,-0.0311443715
12.820000,-0.1604092383,-0.0430262992,-0.1616630911,-0.0418423840
12.830000,-0.1595087354,-0.0509920856,-0.1554202913,-0.0516592478
12.840000,-0.1584470049,-0.0589132997,-0.1595279347,-0.0563598625
12.850000,-0.1572255242,-0.0667817341,-0.1608392548,-0.0615902305
12.860000,-0.1558459308,-0.0745892314,-0.1592768796,-0.0841532590
12.870000,-0.1543100209,-0.0823276930,-0.1495041249,-0.0807378100
12.880000,-0.1526197467,-0.0899890878,-0.1557073598,-0.0917302590
12.890000,-0.1507772141,-0.0975654610,-0.1524406778,-0.0970264929
12.900000,-0.1487846806,-0.1050489426,-0.1395875174,-0.1096655509
12.910000,-0.1466445528,-0.1124317559,-0.1517615662,-0.1054403951
12.920000,-0.1443593829,-0.1197062256,-0.1504489937,-0.1194374937
12.930000,-0.1419318669,-0.1268647863,-0.1411126924,-0.1215214058
12.940000,-0.1393648408,-0.1338999899,-0.1341570609,-0.1426667184
12.950000,-0.1366612779,-0.1408045142,-0.1383964769,-0.1462650645
12.960000,-0.1338242852,-0.1475711698,-0.1352534788,-0.1493621773
12.970000,-0.1308571002,-0.1541929079,-0.1329385695,-0.1562010519
12.980000,-0.1277630876,-0.1606628275,-0.1212061546,-0.1570743164
12.990000,-0.1245457351,-0.1669741826,-0.1230819109,-0.1664726820
13.000000,-0.1212086499,-0.1731203888,-0.1272623111,-0.1745865841
13.010000,-0.1177555548,-0.1790950298,-0.1204500141,-0.1798111339
13.020000,-0.1141902842,-0.1848918644,-0.1187425314,-0.1918564856
13.030000,-0.1105167799,-0.1905048323,-0.1138540510,-0.1896983671
13.040000,-0.1067390868,-0.1959280600,-0.1060917510,-0.2044658826
13.050000,-0.1028613488,-0.2011558666,-0.1090175370,-0.2009100429
13.060000,-0.0988878038,-0.2061827697,-0.0956653741,-0.2063573926
13.070000,-0.0948227797,-0.2110034902,-0.0960761691,-0.2120538266
13.080000,-0.0906706896,-0.2156129576,-0.0895941679,-0.2192584950
13.090000,-0.0864360267,-0.2200063148,-0.0952399387,-0.2227342624
13.100000,-0.0821233601,-0.2241789227,-0.0813577044,-0.2235404614
13.110000,-0.0777373292,-0.2281263646,-0.0737834285,-0.2238684064
13.120000,-0.0732826393,-0.2318444503,-0.0710425628,-0.2445808754
13.130000,-0.0687640562,-0.2353292202,-0.0720174108,-0.2242648385
13.140000,-0.0641864011,-0.2385769485,-0.0684769435,-0.2466062595
13.150000,-0.0595545457,-0.2415841473,-0.0560488129,-0.2444087462
13.160000,-0.0548734066,-0.2443475695,-0.0445877736,-0.2396387331
13.170000,-0.0501479402,-0.2468642118,-0.0566253681,-0.2539047745
13.180000,-0.0453831376,-0.2491313175,-0.0397298813,-0.2534302785
13.190000,-0.0405840189,-0.2511463793,-0.0449554616,-0.2497114972
13.200000,-0.0357556277,-0.2529071413,-0.0372672430,-0.2594205809
13.210000,-0.0309030264,-0.2544116015,-0.0297558572,-0.2450873068
13.220000,-0.0260312902,-0.2556580137,-0.0270077124,-0.2551632438
13.230000,-0.0211455016,-0.2566448887,-0.0233350862,-0.2524013657
13.240000,-0.0162507456,-0.2573709966,-0.0223026242,-0.2596118023
13.250000,-0.0113521035,-0.2578353675,-0.0131900770,-0.2611803008
13.260000,-0.0064546483,-0.2580372927,-0.0000492116,-0.2571705731
13.270000,-0.0015634386,-0.2579763259,0.0016883237,-0.2563525417
13.280000,0.0033164862,-0.2576522834,0.0051964554,-0.2522602364
13.290000,0.0081801117,-0.2570652448,0.0116603255,-0.2606648418
13.300000,0.0130224532,-0.2562155531,0.0126641183,-0.2554084711
13.310000,0.0178385615,-0.2551038151,0.0124546454,-0.2594456547
13.320000,0.0226235278,-0.2537309005,0.0292674755,-0.2479343306
13.330000,0.0273724888,-0.2520979423,0.0317570188,-0.2413577542
13.340000,0.0320806319,-0.2502063355,0.0353818230,-0.2488126057
13.350000,0.0367431999,-0.2480577366,0.0423267541,-0.2485049429
13.360000,0.0413554964,-0.2456540626,0.0438749046,-0.2500470505
13.370000,0.0459128900,-0.2429974894,0.0562333792,-0.2425199314
13.380000,0.0504108196,-0.2400904505,0.0467811593,-0.2427069551
13.390000,0.0548447988,-0.2369356352,0.0507339366,-0.2263220638
13.400000,0.0592104200,-0.2335359867,0.0647574524,-0.2306323982
13.410000,0.0635033598,-0.2298946996,0.0619889631,-0.2373393318
13.420000,0.0677193825,-0.2260152178,0.0734982164,-0.2269656918
13.430000,0.0718543445,-0.2219012315,0.0660487379,-0.2195107716
13.440000,0.0759041986,-0.2175566744,0.0833467294,-0.2229651428
13.450000,0.0798649978,-0.2129857205,0.0837126559,-0.2093363381
13.460000,0.0837328991,-0.2081927806,0.0734500280,-0.2034213789
13.470000,0.0875041674,-0.2031824986,0.0909743515,-0.2083202765
13.480000,0.0911751788,-0.1979597476,0.0902127185,-0.2006838343
13.490000,0.0947424244,-0.1925296257,0.0957191193,-0.1907947911
13.500000,0.0982025132,-0.1868974512,0.1012589978,-0.1952289025
13.510000,0.1015521754,-0.1810687585,0.1055072417,-0.1744581390
13.520000,0.1047882656,-0.1750492923,0.1143402312,-0.1720573891
13.530000,0.1079077655,-0.1688450033,0.0989356091,-0.1667765696
13.540000,0.1109077866,-0.1624620418,0.1160334326,-0.1612727790
13.550000,0.1137855728,-0.1559067524,0.1207347106,-0.1514073633
13.560000,0.1165385028,-0.1491856678,0.1156435116,-0.1475311949
13.570000,0.1191640926,-0.1423055027,0.1246914825,-0.1422939731
13.580000,0.1216599972,-0.1352731473,0.1162933941,-0.1399202329
13.590000,0.1240240128,-0.1280956600,0.1172425255,-0.1394560119
13.600000,0.1262540786,-0.1207802612,0.1228467476,-0.1237455821
13.610000,0.1283482783,-0.1133343253,0.1308409900,-0.1163151137
13.620000,0.1303048420,-0.1057653738,0.1306722702,-0.1010905840
13.630000,0.1321221469,-0.0980810672,0.1392350509,-0.1040066157
13.640000,0.1337987191,-0.0902891974,0.1363246857,-0.0867865376
13.650000,0.1353332342,-0.0823976793,0.1274340461,-0.0856116573
13.660000,0.1367245183,-0.0744145429,0.1363929724,-0.0751770286
13.670000,0.1379715488,-0.0663479243,0.1326342264,-0.0598787215
13.680000,0.1390734550,-0.0582060576,0.1480925946,-0.0544389628
13.690000,0.1400295182,-0.0499972657,0.1423679582,-0.0502196910
13.700000,0.1408391723,-0.0417299515,0.1441664962,-0.0404010817
13.710000,0.1415020038,-0.0334125888,0.1389417151,-0.0462523355
13.720000,0.1420177515,-0.0250537131,0.1385346287,-0.0280176248
13.730000,0.1423863068,-0.0166619122,0.1458696044,-0.0172444783
13.740000,0.1426077128,-0.0082458172,0.1544019909,0.0043970356
13.750000,0.1426821642,0.0001859076,0.1524402177,0.0007896545
13.760000,0.1426100066,0.0086245736,0.1557345797,0.0053424190
13.770000,0.1423917354,0.0170614779,0.1453956775,0.0216588187
13.780000,0.1420279954,0.0254879125,0.1398578017,0.0193651538
13.790000,0.1415195790,0.0338951745,0.1437675056,0.0236184980
13.800000,0.1408674258,0.0422745748,0.1383867858,0.0461391554
13.810000,0.1400726206,0.0506174486,0.1338324834,0.0567878443
13.820000,0.1391363921,0.0589151641,0.1378822724,0.0554669638
13.830000,0.1380601114,0.0671591328,0.1431538413,0.0686485853
13.840000,0.1368452902,0.0753408180,0.1309465141,0.0768361323
13.850000,0.1354935784,0.0834517449,0.1309602168,0.0892280138
13.860000,0.1340067629,0.0914835094,0.1363156665,0.0899713368
13.870000,0.1323867647,0.0994277873,0.1265894786,0.0912120940
13.880000,0.1306356369,0.1072763432,0.1258956430,0.1092929832
13.890000,0.1287555625,0.1150210396,0.1326926359,0.1091673523
13.900000,0.1267488511,0.1226538454,0.1296597422,0.1204175867
13.910000,0.1246179372,0.1301668441,0.1330980802,0.1258746683
13.920000,0.1223653766,0.1375522431,0.1290526492,0.1446799278
13.930000,0.1199938439,0.1448023806,0.1191781708,0.1557676051
13.940000,0.1175061293,0.1519097348,0.1251587942,0.1486417991
13.950000,0.1149051356,0.1588669307,0.1146895210,0.1713504429
13.960000,0.1121938747,0.1656667483,0.1132880066,0.1644313638
13.970000,0.1093754646,0.1723021297,0.0996136576,0.1709580998
13.980000,0.1064531256,0.1787661862,0.1114315793,0.1755930699
13.990000,0.1034301767,0.1850522052,0.1066104409,0.1860994125
14.000000,0.1003100324,0.1911536570,0.1044356077,0.1860478154
14.010000,0.0970961983,0.1970642010,0.0980599594,0.1958995113
14.020000,0.0937922678,0.2027776923,0.0989750448,0.2123870201
14.030000,0.0904019179,0.2082881871,0.0913455694,0.2081030158
14.040000,0.0869289050,0.2135899489,0.0856445845,0.2144189247
14.050000,0.0833770613,0.2186774535,0.0926958959,0.2157989438
14.060000,0.0797502899,0.2235453947,0.0855852289,0.2039096561
14.070000,0.0760525615,0.2281886891,0.0721793579,0.2325163756
14.080000,0.0722879090,0.2326024805,0.0791529126,0.2328953737
14.090000,0.0684604241,0.2367821448,0.0739570676,0.2352634848
14.100000,0.0645742522,0.2407232943,0.0605313618,0.2412240348
14.110000,0.0606335881,0.2444217812,0.0617925615,0.2390142759
14.120000,0.0566426717,0.2478737019,0.0593898399,0.2449689525
14.130000,0.0526057830,0.2510754003,0.0516306365,0.2500717976
14.140000,0.0485272380,0.2540234710,0.0498241665,0.2576185285
14.150000,0.0444113834,0.2567147627,0.0419562196,0.2624417664
14.160000,0.0402625926,0.2591463807,0.0460038196,0.2641247547
14.170000,0.0360852604,0.2613156896,0.0292850797,0.2691041500
14.180000,0.0318837988,0.2632203159,0.0292667338,0.2626611938
14.190000,0.0276626320,0.2648581499,0.0238286612,0.2695501483
14.200000,0.0234261915,0.2662273477,0.0261847237,0.2588841383
14.210000,0.0191789120,0.2673263330,0.0238268452,0.2700595731
14.220000,0.0149252260,0.2681537988,0.0198875669,0.2679311980
14.230000,0.0106695593,0.2687087081,0.0095450673,0.2693991424
14.240000,0.0064163266,0.2689902958,0.0015879595,0.2635165101
14.250000,0.0021699265,0.2689980687,0.0036958885,0.2695400081
14.260000,-0.0020652629,0.2687318069,-0.0090549030,0.2726522189
14.270000,-0.0062848890,0.2681915637,-0.0211328894,0.2761964075
14.280000,-0.0104846287,0.2673776662,-0.0131191597,0.2745278471
14.290000,-0.0146601932,0.2662907151,-0.0061458901,0.2737733473
14.300000,-0.0188073327,0.2649315844,-0.0216514722,0.2723473016
14.310000,-0.0229218403,0.2633014212,-0.0267456044,0.2594450073
14.320000,-0.0269995567,0.2614016450,-0.0313851947,0.2646354994
14.330000,-0.0310363743,0.2592339467,-0.0394081164,0.2587986740
14.340000,-0.0350282417,0.2568002876,-0.0361719255,0.2620467586
14.350000,-0.0389711672,0.2541028980,-0.0336629162,0.2497578857
14.360000,-0.0428612237,0.2511442759,-0.0479785943,0.2561507232
14.370000,-0.0466945520,0.2479271846,-0.0507626520,0.2456037035
14.380000,-0.0504673647,0.2444546516,-0.0565898792,0.2469257660
14.390000,-0.0541759506,0.2407299653,-0.0441856700,0.2382389803
14.400000,-0.0578166774,0.2367566733,-0.0582604278,0.2417231612
14.410000,-0.0613859962,0.2325385791,-0.0645119490,0.2361086736
14.420000,-0.0648804444,0.2280797396,-0.0663297377,0.2297196300
14.430000,-0.0682966493,0.2233844612,-0.0726184446,0.2237685444
14.440000,-0.0716313312,0.2184572968,-0.0746243254,0.2259085465
14.450000,-0.0748813067,0.2133030417,-0.0666434576,0.2022536973
14.460000,-0.0780434915,0.2079267298,-0.0814371207,0.2050786134
14.470000,-0.0811149036,0.2023336289,-0.0804626312,0.2046997534
14.480000,-0.0840926658,0.1965292367,-0.0834175706,0.1966010559
14.490000,-0.0869740083,0.1905192752,-0.0873135892,0.1804922948
14.500000,-0.0897562715,0.1843096860,-0.0869238897,0.1774445735
14.510000,-0.0924369083,0.1779066251,-0.0960683083,0.1768794076
14.520000,-0.0950134862,0.1713164567,-0.0906435669,0.1745101735
14.530000,-0.0974836894,0.1645457475,-0.0961767756,0.1622959804
14.540000,-0.0998453210,0.1576012608,-0.0956453599,0.1537300007
14.550000,-0.1020963050,0.1504899494,-0.0927002356,0.1559248868
14.560000,-0.1042346873,0.1432189493,-0.1011786437,0.1514765360
14.570000,-0.1062586383,0.1357955726,-0.1143311237,0.1399340200
14.580000,-0.1081664535,0.1282273002,-0.1113756354,0.1165073365
14.590000,-0.1099565551,0.1205217744,-0.1128471010,0.1297338516
14.600000,-0.1116274935,0.1126867910,-0.1162534862,0.1078388093
14.610000,-0.1131779476,0.1047302914,-0.1188849289,0.1037239101
14.620000,-0.1146067265,0.0966603545,-0.1142171646,0.0937340558
14.630000,-0.1159127698,0.0884851880,-0.1198748179,0.0903268031
14.640000,-0.1170951482,0.0802131202,-0.1200412042,0.0823071890
14.650000,-0.1181530641,0.0718525908,-0.1076426869,0.0634710344
14.660000,-0.1190858521,0.0634121421,-0.1149008524,0.0690924197
14.670000,-0.1198929790,0.0549004099,-0.1146834294,0.0546348935
14.680000,-0.1205740438,0.0463261140,-0.1207968890,0.0439669464
14.690000,-0.1211287778,0.0376980488,-0.1184742439,0.0348257104
14.700000,-0.1215570445,0.0290250740,-0.1294115815,0.0276796843
14.710000,-0.1218588390,0.0203161041,-0.1228823659,0.0161656302
14.720000,-0.1220342878,0.0115800998,-0.1248927815,0.0070755994
14.730000,-0.1220836480,0.0028260572,-0.1252539434,0.0002462799
14.740000,-0.1220073067,-0.0059370021,-0.1194954899,-0.0144906304
14.750000,-0.1218057801,-0.0147000402,-0.1202412175,-0.0041182433
14.760000,-0.1214797126,-0.0234540137,-0.1217424368,-0.0205021345
14.770000,-0.1210298756,-0.0321898834,-0.1201928270,-0.0325242706
14.780000,-0.1204571663,-0.0408986243,-0.1168779270,-0.0410445269
14.790000,-0.1197626064,-0.0495712356,-0.1202318933,-0.0435226397
14.800000,-0.1189473406,-0.0581987507,-0.1210755565,-0.0655189803
14.810000,-0.1180126350,-0.0667722469,-0.1094178174,-0.0658641500
14.820000,-0.1169598753,-0.0752828556,-0.1103024738,-0.0746439825
14.830000,-0.1157905652,-0.0837217714,-0.1121814777,-0.0856542534
14.840000,-0.1145063243,-0.0920802625,-0.1207027834,-0.0952394722
14.850000,-0.1131088860,-0.1003496794,-0.1133609348,-0.0973191567
14.860000,-0.1116000954,-0.1085214647,-0.1084464468,-0.1063306123
14.870000,-0.1099819073,-0.1165871625,-0.1088797457,-0.1186508956
14.880000,-0.1082563833,-0.1245384269,-0.1079620190,-0.1235745781
14.890000,-0.1064256897,-0.1323670312,-0.1085365642,-0.1354871937
14.900000,-0.1044920949,-0.1400648766,-0.1103770165,-0.1388490865
14.910000,-0.1024579663,-0.1476240006,-0.0975798941,-0.1482893181
14.920000,-0.1003257685,-0.1550365853,-0.0911087009,-0.1460629401
14.930000,-0.0980980591,-0.1622949655,-0.0982968901,-0.1647657351
14.940000,-0.0957774870,-0.1693916365,-0.0999379182,-0.1649435183
14.950000,-0.0933667885,-0.1763192618,-0.0928473700,-0.1749219321
14.960000,-0.0908687846,-0.1830706803,-0.0902242953,-0.1805340208
14.970000,-0.0882863777,-0.1896389136,-0.0827159590,-0.1912363348
14.980000,-0.0856225481,-0.1960171731,-0.0812717748,-0.1945054454
14.990000,-0.0828803511,-0.2021988658,-0.0871013583,-0.2102448247
15.000000,-0.0800629131,-0.2081776018,-0.0731899826,-0.2107457982
15.010000,-0.0771734284,-0.2139471996,-0.0692711675,-0.2199738682
15.020000,-0.0742151554,-0.2195016923,-0.0738275801,-0.2137480504
15.030000,-0.0711914132,-0.2248353334,-0.0763927222,-0.2197273671
15.040000,-0.0681055778,-0.2299426016,-0.0604798844,-0.2294612494
15.050000,-0.0649610785,-0.2348182065,-0.0651702435,-0.2409010824
15.060000,-0.0617613938,-0.2394570929,-0.0678192673,-0.2354511771
15.070000,-0.0585100480,-0.2438544461,-0.0626975116,-0.2350261212
15.080000,-0.0552106069,-0.2480056954,-0.0646012819,-0.2462206474
15.090000,-0.0518666743,-0.2519065187,-0.0521936069,-0.2517811821
15.100000,-0.0484818878,-0.2555528464,-0.0539956259,-0.2614910364
15.110000,-0.0450599149,-0.2589408647,-0.0363652671,-0.2561594783
15.120000,-0.0416044491,-0.2620670189,-0.0290383206,-0.2639152706
15.130000,-0.0381192057,-0.2649280171,-0.0391192971,-0.2754440452
15.140000,-0.0346079180,-0.2675208323,-0.0327203934,-0.2759678198
15.150000,-0.0310743332,-0.2698427056,-0.0282638028,-0.2789428876
15.160000,-0.0275222082,-0.2718911484,-0.0301420827,-0.2661804543
15.170000,-0.0239553060,-0.2736639445,-0.0309166113,-0.2753006316
15.180000,-0.0203773911,-0.2751591524,-0.0163278643,-0.2772931316
15.190000,-0.0167922260,-0.2763751065,-0.0156899247,-0.2810037125
15.200000,-0.0132035667,-0.2773104191,-0.0083019024,-0.2731445610
15.210000,-0.0096151593,-0.2779639816,-0.0106184306,-0.2768804631
15.220000,-0.0060307355,-0.2783349652,-0.0070526404,-0.2803463890
15.230000,-0.0024540090,-0.2784228224,-0.0059948730,-0.2811902283
15.240000,0.0011113287,-0.2782272870,-0.0054837024,-0.2652471870
15.250000,0.0046616117,-0.2777483751,0.0034248664,-0.2834644013
15.260000,0.0081932039,-0.2769863847,0.0076543052,-0.2859830670
15.270000,0.0117025028,-0.2759418965,0.0156750481,-0.2675115064
15.280000,0.0151859430,-0.2746157728,0.0120492640,-0.2677078141
15.290000,0.0186400000,-0.2730091577,0.0276967034,-0.2749583101
15.300000,0.0220611938,-0.2711234761,0.0230259871,-0.2625833738
15.310000,0.0254460923,-0.2689604329,0.0293569142,-0.2637719032
15.320000,0.0287913152,-0.2665220120,0.0350632866,-0.2616207685
15.330000,0.0320935369,-0.2638104747,0.0371566236,-0.2692685891
15.340000,0.0353494902,-0.2608283585,0.0306954308,-0.2606026459
15.350000,0.0385559693,-0.2575784748,0.0331506852,-0.2647252468
15.360000,0.0417098334,-0.2540639073,0.0529998719,-0.2426147999
15.370000,0.0448080091,-0.2502880093,0.0392591375,-0.2511353134
15.380000,0.0478474943,-0.2462544015,0.0421276519,-0.2453801120
15.390000,0.0508253603,-0.2419669691,0.0529504747,-0.2427461231
15.400000,0.0537387550,-0.2374298584,0.0461758037,-0.2383400554
15.410000,0.0565849058,-0.2326474740,0.0569056839,-0.2210089330
15.420000,0.0593611218,-0.2276244750,0.0596282867,-0.2202782599
15.430000,0.0620647968,-0.2223657709,0.0667182574,-0.2235494142
15.440000,0.0646934111,-0.2168765180,0.0652406629,-0.2171513741
15.450000,0.0672445346,-0.2111621144,0.0667214002,-0.2098076340
15.460000,0.0697158284,-0.2052281958,0.0677927390,-0.2058772001
15.470000,0.0721050471,-0.1990806304,0.0676578058,-0.1923130588
15.480000,0.0744100408,-0.1927255136,0.0656327832,-0.1890976290
15.490000,0.0766287572,-0.1861691625,0.0784788166,-0.1799780447
15.500000,0.0787592427,-0.1794181102,0.0778530681,-0.1846742911
15.510000,0.0807996450,-0.1724790997,0.0776692813,-0.1732861458
15.520000,0.0827482138,-0.1653590773,0.0919684653,-0.1597863543
15.530000,0.0846033025,-0.1580651863,0.0888439044,-0.1633592365
15.540000,0.0863633698,-0.1506047602,0.0777499479,-0.1497703520
15.550000,0.0880269805,-0.1429853148,0.0832502641,-0.1430977741
15.560000,0.0895928065,-0.1352145417,0.0867562433,-0.1348701090
15.570000,0.0910596283,-0.1273002998,0.0970431728,-0.1223175696
15.580000,0.0924263352,-0.1192506080,0.0980537769,-0.1199981299
15.590000,0.0936919262,-0.1110736366,0.0868890848,-0.1134221689
15.600000,0.0948555108,-0.1027776988,0.0945392360,-0.1029290800
15.610000,0.0959163092,-0.0943712422,0.0961779408,-0.0999062855
15.620000,0.0968736528,-0.0858628401,0.1000104652,-0.0880334496
15.630000,0.0977269844,-0.0772611821,0.0968431385,-0.0780331990
15.640000,0.0984758583,-0.0685750651,0.1007993673,-0.0695593315
15.650000,0.0991199401,-0.0598133834,0.1005482624,-0.0603087364
15.660000,0.0996590070,-0.0509851196,0.1054803716,-0.0524801597
15.670000,0.1000929472,-0.0420993346,0.0949295386,-0.0464129477
15.680000,0.1004217596,-0.0331651575,0.0943052117,-0.0348489314
15.690000,0.1006455537,-0.0241917762,0.1033835657,-0.0236668739
15.700000,0.1007645482,-0.0151884263,0.0979928690,-0.0249931498
15.710000,0.1007790713,-0.0061643817,0.1058868678,-0.0066104058
15.720000,0.1006895592,0.0028710557,0.0975456187,0.0000664762
15.730000,0.1004965553,0.0119085670,0.0943407560,0.0127473868
15.740000,0.1002007096,0.0209388260,0.0954817847,0.0223076384
15.750000,0.0998027769,0.0299525096,0.0840756026,0.0196873533
15.760000,0.0993036162,0.0389403088,0.1031101669,0.0372182885
15.770000,0.0987041890,0.0478929382,0.0965410131,0.0462137136
15.780000,0.0980055578,0.0568011469,0.0987829135,0.0505836501
15.790000,0.0972088850,0.0656557284,0.0946635140,0.0645803570
15.800000,0.0963154307,0.0744475309,0.0961105716,0.0744074359
15.810000,0.0953265515,0.0831674675,0.0970687619,0.0811238128
15.820000,0.0942436983,0.0918065258,0.0968009824,0.0834820339
15.830000,0.0930684145,0.1003557781,0.0918589876,0.0970073353
15.840000,0.0918023340,0.1088063908,0.0921128531,0.1157857090
15.850000,0.0904471793,0.1171496341,0.0834331592,0.1188316539
15.860000,0.0890047589,0.1253768914,0.0870699600,0.1223952250
15.870000,0.0874769656,0.1334796683,0.0816517678,0.1399862108
15.880000,0.0858657735,0.1414496017,0.0922129179,0.1449829248
15.890000,0.0841732361,0.1492784685,0.0771663662,0.1455655105
15.900000,0.0824014837,0.1569581942,0.0857008585,0.1590888982
15.910000,0.0805527206,0.1644808613,0.0801998357,0.1663992058
15.920000,0.0786292230,0.1718387172,0.0826300860,0.1690433845
15.930000,0.0766333355,0.1790241823,0.0766830785,0.1692306549
